#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCB7	ATAD3A	9606.ENSP00000253577	9606.ENSP00000368030	0	0	0	0	0.066	0.270	0	0.214	0.417
ABCB7	YARS2	9606.ENSP00000253577	9606.ENSP00000320658	0	0	0	0	0.064	0	0	0.405	0.419
ABCB7	GLRX2	9606.ENSP00000253577	9606.ENSP00000356410	0.060	0	0	0	0.073	0	0	0.410	0.441
ABCB7	NUBPL	9606.ENSP00000253577	9606.ENSP00000281081	0	0	0	0	0.111	0	0	0.667	0.691
ABCB7	FDXR	9606.ENSP00000253577	9606.ENSP00000416515	0	0	0	0	0.093	0	0	0.728	0.742
ABCB7	ABCB10	9606.ENSP00000253577	9606.ENSP00000355637	0.044	0	0	0.685	0.093	0.105	0.600	0.897	0.747
ABCB7	SLC25A38	9606.ENSP00000253577	9606.ENSP00000273158	0	0	0	0	0	0	0	0.835	0.835
ABCB7	SLC25A37	9606.ENSP00000253577	9606.ENSP00000429200	0	0	0	0	0	0.102	0	0.837	0.847
ABCD3	ACO2	9606.ENSP00000359233	9606.ENSP00000216254	0	0	0	0	0.073	0	0	0.123	0.152
ABCD3	GOT2	9606.ENSP00000359233	9606.ENSP00000245206	0	0	0	0	0.084	0	0	0.188	0.224
ABCD3	STX17	9606.ENSP00000359233	9606.ENSP00000259400	0	0	0	0	0.063	0	0	0.236	0.254
ABCD3	CCBL2	9606.ENSP00000359233	9606.ENSP00000260508	0	0	0	0	0.181	0	0	0.042	0.182
ABCD3	SDHA	9606.ENSP00000359233	9606.ENSP00000264932	0	0	0	0	0.188	0	0	0.076	0.218
ABCD3	VDAC1	9606.ENSP00000359233	9606.ENSP00000265333	0	0	0	0	0.066	0	0	0.309	0.327
ABCD3	CPT1A	9606.ENSP00000359233	9606.ENSP00000265641	0	0	0	0	0.062	0	0	0.228	0.245
ABCD3	MUT	9606.ENSP00000359233	9606.ENSP00000274813	0	0	0	0	0.104	0	0	0.207	0.259
ABCD3	ACAA2	9606.ENSP00000359233	9606.ENSP00000285093	0	0	0	0	0.112	0	0	0.138	0.202
ABCD3	AGXT	9606.ENSP00000359233	9606.ENSP00000302620	0	0	0	0	0.129	0	0	0.373	0.431
ABCD3	CYCS	9606.ENSP00000359233	9606.ENSP00000307786	0	0	0	0	0	0	0	0.172	0.172
ABCD3	CYB5B	9606.ENSP00000359233	9606.ENSP00000308430	0	0	0	0	0.108	0	0	0.162	0.221
ABCD3	ACAD9	9606.ENSP00000359233	9606.ENSP00000312618	0	0	0	0	0.087	0	0	0.226	0.263
ABCD3	CHDH	9606.ENSP00000359233	9606.ENSP00000319851	0	0	0	0	0.110	0	0	0.141	0.202
ABCD3	RHOT2	9606.ENSP00000359233	9606.ENSP00000321971	0	0	0	0	0	0.139	0	0.064	0.160
ABCD3	SLC25A20	9606.ENSP00000359233	9606.ENSP00000326305	0	0	0	0	0.122	0	0	0.234	0.298
ABCD3	MDH2	9606.ENSP00000359233	9606.ENSP00000327070	0	0	0	0	0.064	0	0	0.298	0.314
ABCD3	DDX28	9606.ENSP00000359233	9606.ENSP00000332340	0	0	0	0	0	0.069	0	0.143	0.168
ABCD3	ACAA1	9606.ENSP00000359233	9606.ENSP00000333664	0	0	0	0	0.093	0	0	0.504	0.531
ABCD3	NDUFA4	9606.ENSP00000359233	9606.ENSP00000339720	0	0	0	0	0	0.275	0	0	0.275
ABCD3	ABCA9	9606.ENSP00000359233	9606.ENSP00000342216	0	0	0	0	0.062	0	0	0.164	0.182
ABCD3	SLC25A46	9606.ENSP00000359233	9606.ENSP00000348211	0	0	0	0	0.112	0.117	0	0	0.182
ABCD3	MT-CO1	9606.ENSP00000359233	9606.ENSP00000354499	0	0	0	0	0	0	0	0.155	0.155
ABCD3	KMO	9606.ENSP00000359233	9606.ENSP00000355517	0	0	0	0	0.062	0	0	0.187	0.204
ABCD3	TOMM20	9606.ENSP00000359233	9606.ENSP00000355566	0	0	0	0	0	0.118	0	0.561	0.596
ABCD3	ABCB10	9606.ENSP00000359233	9606.ENSP00000355637	0	0	0	0.549	0.064	0	0	0.239	0.151
ABCD3	MARC2	9606.ENSP00000359233	9606.ENSP00000355880	0	0	0	0	0.065	0	0	0.152	0.173
ABCD3	SLC25A13	9606.ENSP00000359233	9606.ENSP00000400101	0	0	0	0	0.138	0	0	0.057	0.152
ABCD3	TST	9606.ENSP00000359233	9606.ENSP00000385828	0	0	0	0	0.162	0	0	0	0.161
ABCD3	ALDH7A1	9606.ENSP00000359233	9606.ENSP00000387123	0	0	0	0	0.067	0	0	0.141	0.164
ABCD3	SLC25A12	9606.ENSP00000359233	9606.ENSP00000388658	0	0	0	0	0.138	0	0	0.075	0.168
ABCD3	PCCB	9606.ENSP00000359233	9606.ENSP00000419027	0	0	0	0	0.183	0	0	0.048	0.188
ABCD3	MTCH1	9606.ENSP00000359233	9606.ENSP00000362730	0	0	0	0	0.137	0.117	0	0	0.205
ABCD3	GPX1	9606.ENSP00000359233	9606.ENSP00000407375	0	0	0	0	0.066	0	0	0.184	0.205
ABCD3	COX4I1	9606.ENSP00000359233	9606.ENSP00000457513	0	0	0	0	0	0	0	0.310	0.309
ABCD3	COASY	9606.ENSP00000359233	9606.ENSP00000464814	0	0	0	0	0	0	0	0.609	0.609
ABHD10	ACO2	9606.ENSP00000273359	9606.ENSP00000216254	0.041	0	0	0	0.077	0.102	0	0.085	0.175
ABHD10	ABHD11	9606.ENSP00000273359	9606.ENSP00000222800	0	0	0	0	0	0	0	0.571	0.571
ABHD10	PPIF	9606.ENSP00000273359	9606.ENSP00000225174	0	0	0	0	0	0.103	0	0.104	0.161
ABHD10	SLC25A11	9606.ENSP00000273359	9606.ENSP00000225665	0	0	0	0	0.103	0	0	0.220	0.271
ABHD10	SLC25A3	9606.ENSP00000273359	9606.ENSP00000228318	0	0	0	0	0.094	0	0	0.199	0.244
ABHD10	SPR	9606.ENSP00000273359	9606.ENSP00000234454	0	0	0	0	0.063	0.126	0	0.062	0.164
ABHD10	MCEE	9606.ENSP00000273359	9606.ENSP00000244217	0.048	0	0	0	0.138	0	0	0.101	0.197
ABHD10	GOT2	9606.ENSP00000273359	9606.ENSP00000245206	0	0	0	0	0.095	0.096	0	0.101	0.200
ABHD10	SQRDL	9606.ENSP00000273359	9606.ENSP00000260324	0.044	0	0	0	0.049	0.173	0	0.074	0.210
ABHD10	SDHA	9606.ENSP00000273359	9606.ENSP00000264932	0.046	0	0	0	0.116	0	0	0.080	0.157
ABHD10	TUFM	9606.ENSP00000273359	9606.ENSP00000322439	0	0	0	0	0.049	0	0	0.145	0.152
ABHD10	MT-ND1	9606.ENSP00000273359	9606.ENSP00000354687	0	0	0	0	0.157	0	0	0	0.156
ABHD10	AK2	9606.ENSP00000273359	9606.ENSP00000346921	0	0	0	0	0.126	0.077	0	0	0.158
ABHD10	SDHD	9606.ENSP00000273359	9606.ENSP00000364699	0	0	0	0	0.172	0	0	0	0.171
ABHD10	AKR1B10	9606.ENSP00000273359	9606.ENSP00000352584	0	0	0	0	0.053	0	0	0.167	0.177
ABHD10	SUCLG2	9606.ENSP00000273359	9606.ENSP00000419325	0	0	0	0	0.092	0.115	0	0.058	0.177
ABHD10	RDH14	9606.ENSP00000273359	9606.ENSP00000370648	0	0	0	0	0.095	0.126	0	0.062	0.193
ABHD10	SLC25A20	9606.ENSP00000273359	9606.ENSP00000326305	0	0	0	0	0.085	0	0	0.172	0.210
ABHD10	TOMM70A	9606.ENSP00000273359	9606.ENSP00000284320	0	0	0	0	0.158	0	0	0.108	0.216
ABHD10	ABCB10	9606.ENSP00000273359	9606.ENSP00000355637	0	0	0	0	0	0.064	0	0.226	0.244
ABHD10	COASY	9606.ENSP00000273359	9606.ENSP00000464814	0	0	0	0	0.063	0.213	0	0.065	0.250
ABHD10	PPM1K	9606.ENSP00000273359	9606.ENSP00000477341	0	0	0	0	0.049	0.058	0	0.242	0.262
ABHD10	PDSS2	9606.ENSP00000273359	9606.ENSP00000358033	0	0	0	0	0.062	0	0	0.251	0.268
ABHD10	OXSM	9606.ENSP00000273359	9606.ENSP00000280701	0	0	0	0	0.209	0	0	0.116	0.271
ABHD10	CYC1	9606.ENSP00000273359	9606.ENSP00000317159	0	0	0.263	0	0.090	0	0	0.059	0.313
ABHD10	AIFM1	9606.ENSP00000273359	9606.ENSP00000287295	0.044	0	0	0	0.049	0.173	0	0.198	0.316
ABHD10	SLC25A29	9606.ENSP00000273359	9606.ENSP00000352167	0	0	0	0	0	0	0	0.317	0.317
ABHD10	CYB5B	9606.ENSP00000273359	9606.ENSP00000308430	0	0	0	0	0.085	0.060	0	0.298	0.343
ABHD10	PDPR	9606.ENSP00000273359	9606.ENSP00000288050	0	0	0	0	0.125	0	0	0.288	0.351
ABHD10	ATP5A1	9606.ENSP00000273359	9606.ENSP00000381736	0	0	0	0	0.071	0.220	0	0.187	0.359
ABHD10	AIFM2	9606.ENSP00000273359	9606.ENSP00000478931	0.044	0	0	0	0.049	0.173	0	0.270	0.378
ABHD10	CYCS	9606.ENSP00000273359	9606.ENSP00000307786	0	0	0.368	0	0.076	0	0	0.063	0.405
ABHD10	GLDC	9606.ENSP00000273359	9606.ENSP00000370737	0	0	0	0	0	0	0	0.452	0.452
ABHD11	ACO2	9606.ENSP00000222800	9606.ENSP00000216254	0.041	0	0	0	0.062	0.102	0	0.085	0.161
ABHD11	ALKBH1	9606.ENSP00000222800	9606.ENSP00000216489	0	0	0	0	0	0	0	0.253	0.252
ABHD11	SLC25A11	9606.ENSP00000222800	9606.ENSP00000225665	0	0	0	0	0.062	0	0	0.140	0.158
ABHD11	RDH14	9606.ENSP00000222800	9606.ENSP00000370648	0	0	0	0	0.063	0.126	0	0.062	0.164
ABHD11	GOT2	9606.ENSP00000222800	9606.ENSP00000245206	0	0	0	0	0.062	0.096	0	0.101	0.171
ABHD11	AK2	9606.ENSP00000222800	9606.ENSP00000346921	0	0	0	0	0.062	0.161	0	0	0.180
ABHD11	XPNPEP3	9606.ENSP00000222800	9606.ENSP00000349658	0.051	0	0	0	0.053	0.087	0	0.137	0.197
ABHD11	ATAD3A	9606.ENSP00000222800	9606.ENSP00000368030	0	0	0	0	0	0	0	0.201	0.201
ABHD11	SHMT2	9606.ENSP00000222800	9606.ENSP00000333667	0.055	0	0	0	0.062	0.153	0	0.071	0.209
ABHD11	AIFM2	9606.ENSP00000222800	9606.ENSP00000478931	0.044	0	0	0	0.049	0.173	0	0.074	0.210
ABHD11	SLC25A6	9606.ENSP00000222800	9606.ENSP00000370808	0	0	0	0	0.062	0.192	0	0.042	0.210
ABHD11	SQRDL	9606.ENSP00000222800	9606.ENSP00000260324	0.044	0	0	0	0.049	0.173	0	0.074	0.210
ABHD11	AIFM1	9606.ENSP00000222800	9606.ENSP00000287295	0.044	0	0	0	0.049	0.173	0	0.074	0.210
ABHD11	ALDH1L1	9606.ENSP00000222800	9606.ENSP00000273450	0	0	0	0	0.062	0.153	0	0.101	0.223
ABHD11	SPR	9606.ENSP00000222800	9606.ENSP00000234454	0	0	0	0	0.063	0.193	0	0.062	0.229
ABHD11	COASY	9606.ENSP00000222800	9606.ENSP00000464814	0	0	0	0	0.051	0.213	0	0.065	0.240
ABHD11	ATP5A1	9606.ENSP00000222800	9606.ENSP00000381736	0	0	0	0	0	0.220	0	0.083	0.254
ABHD11	BCKDHA	9606.ENSP00000222800	9606.ENSP00000269980	0.060	0	0	0	0.062	0.233	0	0.070	0.286
ABHD11	ACAD8	9606.ENSP00000222800	9606.ENSP00000281182	0	0	0	0	0	0.275	0	0.063	0.291
ABHD11	DLAT	9606.ENSP00000222800	9606.ENSP00000280346	0.050	0	0	0	0.049	0.275	0	0.069	0.308
ABHD11	METAP1D	9606.ENSP00000222800	9606.ENSP00000315152	0.045	0.268	0	0	0.063	0	0	0.081	0.318
ABHD11	DNAJA3	9606.ENSP00000222800	9606.ENSP00000262375	0	0	0	0	0.082	0.073	0	0.287	0.340
ABHD11	ABHD10	9606.ENSP00000222800	9606.ENSP00000273359	0	0	0	0	0	0	0	0.571	0.571
ACAA1	TXN2	9606.ENSP00000333664	9606.ENSP00000216185	0	0	0	0	0.063	0.064	0	0.163	0.202
ACAA1	ACO2	9606.ENSP00000333664	9606.ENSP00000216254	0	0	0	0	0.062	0.213	0	0.172	0.335
ACAA1	MCEE	9606.ENSP00000333664	9606.ENSP00000244217	0.057	0	0	0	0	0	0	0.146	0.160
ACAA1	GOT2	9606.ENSP00000333664	9606.ENSP00000245206	0	0	0	0	0.078	0	0	0.208	0.238
ACAA1	SQRDL	9606.ENSP00000333664	9606.ENSP00000260324	0	0	0	0	0.062	0	0	0.210	0.227
ACAA1	SDHA	9606.ENSP00000333664	9606.ENSP00000264932	0.044	0	0	0	0.124	0	0	0.256	0.323
ACAA1	CPT1A	9606.ENSP00000333664	9606.ENSP00000265641	0	0	0	0	0.063	0	0	0.482	0.494
ACAA1	ALDH1L1	9606.ENSP00000333664	9606.ENSP00000273450	0	0	0	0	0.063	0.057	0	0.130	0.165
ACAA1	MUT	9606.ENSP00000333664	9606.ENSP00000274813	0.111	0	0	0	0.073	0	0	0.101	0.195
ACAA1	DLAT	9606.ENSP00000333664	9606.ENSP00000280346	0.046	0	0	0	0.072	0	0.800	0.204	0.840
ACAA1	OXSM	9606.ENSP00000333664	9606.ENSP00000280701	0.047	0	0	0	0.068	0	0	0.208	0.235
ACAA1	ACAD8	9606.ENSP00000333664	9606.ENSP00000281182	0.055	0	0	0	0.158	0.102	0	0.595	0.672
ACAA1	MMAA	9606.ENSP00000333664	9606.ENSP00000281317	0.153	0	0	0	0	0	0	0	0.152
ACAA1	ACAA2	9606.ENSP00000333664	9606.ENSP00000285093	0	0	0.447	0.845	0.084	0.128	0.800	0.768	0.856
ACAA1	ETHE1	9606.ENSP00000333664	9606.ENSP00000292147	0.042	0	0	0	0.064	0	0	0.203	0.223
ACAA1	AGXT	9606.ENSP00000333664	9606.ENSP00000302620	0	0	0	0	0.109	0	0	0.266	0.318
ACAA1	UQCRFS1	9606.ENSP00000333664	9606.ENSP00000306397	0	0	0	0	0.069	0	0	0.242	0.265
ACAA1	GPD2	9606.ENSP00000333664	9606.ENSP00000308610	0.060	0	0	0	0.083	0	0	0.113	0.169
ACAA1	ACAD9	9606.ENSP00000333664	9606.ENSP00000312618	0.055	0	0	0	0.158	0.102	0	0.722	0.774
ACAA1	AGPAT4	9606.ENSP00000333664	9606.ENSP00000314036	0	0	0	0	0.062	0	0	0.191	0.208
ACAA1	TUFM	9606.ENSP00000333664	9606.ENSP00000322439	0	0	0	0	0.147	0	0	0.107	0.206
ACAA1	ZADH2	9606.ENSP00000333664	9606.ENSP00000323678	0	0	0	0	0.062	0	0	0.337	0.351
ACAA1	SLC25A20	9606.ENSP00000333664	9606.ENSP00000326305	0	0	0	0	0.427	0	0	0.487	0.693
ACAA1	MDH2	9606.ENSP00000333664	9606.ENSP00000327070	0	0	0	0	0.082	0.141	0	0.375	0.464
ACAA1	GLUD2	9606.ENSP00000333664	9606.ENSP00000327589	0.046	0	0	0	0.088	0.056	0	0.142	0.201
ACAA1	UQCRQ	9606.ENSP00000333664	9606.ENSP00000367939	0	0	0	0	0.046	0.147	0	0	0.151
ACAA1	ATP5A1	9606.ENSP00000333664	9606.ENSP00000381736	0	0	0	0	0.118	0	0	0.077	0.152
ACAA1	SLC25A6	9606.ENSP00000333664	9606.ENSP00000370808	0	0	0	0	0.064	0	0	0.142	0.162
ACAA1	GPAT2	9606.ENSP00000333664	9606.ENSP00000389395	0	0	0	0	0.143	0	0	0.063	0.162
ACAA1	KMO	9606.ENSP00000333664	9606.ENSP00000355517	0	0	0	0	0.084	0	0	0.143	0.181
ACAA1	SLC25A12	9606.ENSP00000333664	9606.ENSP00000388658	0	0	0	0	0.062	0.148	0	0.061	0.184
ACAA1	ALDH18A1	9606.ENSP00000333664	9606.ENSP00000360268	0.045	0	0	0	0	0	0	0.182	0.185
ACAA1	TST	9606.ENSP00000333664	9606.ENSP00000385828	0	0	0	0	0.086	0	0	0.151	0.191
ACAA1	ACP6	9606.ENSP00000333664	9606.ENSP00000463574	0	0	0	0	0	0	0	0.191	0.191
ACAA1	SLC25A15	9606.ENSP00000333664	9606.ENSP00000342267	0	0	0	0	0.062	0	0	0.175	0.193
ACAA1	AKR1B10	9606.ENSP00000333664	9606.ENSP00000352584	0.046	0	0	0	0.063	0.058	0	0.155	0.194
ACAA1	TXNRD2	9606.ENSP00000333664	9606.ENSP00000383365	0	0	0	0	0.105	0.062	0	0.120	0.196
ACAA1	PDSS2	9606.ENSP00000333664	9606.ENSP00000358033	0	0	0	0	0.105	0	0	0.140	0.197
ACAA1	IRG1	9606.ENSP00000333664	9606.ENSP00000366682	0.111	0	0	0	0.062	0	0	0.126	0.207
ACAA1	SHMT2	9606.ENSP00000333664	9606.ENSP00000333667	0.049	0	0	0	0.063	0	0	0.186	0.211
ACAA1	SLC25A45	9606.ENSP00000333664	9606.ENSP00000381782	0	0	0	0	0.144	0	0	0.138	0.230
ACAA1	COMT	9606.ENSP00000333664	9606.ENSP00000354511	0	0	0	0	0.062	0	0	0.220	0.237
ACAA1	SLC25A13	9606.ENSP00000333664	9606.ENSP00000400101	0	0	0	0	0.062	0.148	0	0.132	0.246
ACAA1	IDI1	9606.ENSP00000333664	9606.ENSP00000370748	0	0	0	0	0.084	0	0	0.266	0.299
ACAA1	ALDH7A1	9606.ENSP00000333664	9606.ENSP00000387123	0	0	0	0	0.085	0.057	0	0.266	0.312
ACAA1	ABAT	9606.ENSP00000333664	9606.ENSP00000379845	0.059	0	0	0	0.065	0	0	0.288	0.319
ACAA1	FDPS	9606.ENSP00000333664	9606.ENSP00000349078	0	0	0	0	0.105	0	0	0.313	0.358
ACAA1	CPT1C	9606.ENSP00000333664	9606.ENSP00000376303	0	0	0	0	0.062	0	0	0.360	0.374
ACAA1	ACSM4	9606.ENSP00000333664	9606.ENSP00000382349	0.054	0	0	0	0.124	0	0	0.310	0.379
ACAA1	COASY	9606.ENSP00000333664	9606.ENSP00000464814	0	0	0	0	0.063	0	0	0.375	0.390
ACAA1	SUGCT	9606.ENSP00000333664	9606.ENSP00000338475	0.088	0	0	0	0.065	0	0	0.380	0.425
ACAA1	ACACA	9606.ENSP00000333664	9606.ENSP00000483300	0.044	0	0	0	0.054	0	0	0.446	0.456
ACAA1	ABCD3	9606.ENSP00000333664	9606.ENSP00000359233	0	0	0	0	0.093	0	0	0.504	0.531
ACAA1	VDAC3	9606.ENSP00000333664	9606.ENSP00000428845	0	0	0	0	0.062	0.618	0	0	0.626
ACAA1	SUCLG2	9606.ENSP00000333664	9606.ENSP00000419325	0.048	0	0	0	0.085	0	0.800	0.147	0.831
ACAA1	OXCT2	9606.ENSP00000333664	9606.ENSP00000361914	0.093	0.112	0	0	0.067	0	0.800	0.210	0.859
ACAA1	PCCB	9606.ENSP00000333664	9606.ENSP00000419027	0.093	0	0	0	0.112	0	0.900	0.306	0.936
ACAA1	PCCA	9606.ENSP00000333664	9606.ENSP00000365462	0.078	0	0	0	0.087	0.228	0.900	0.219	0.940
ACAA2	ACO2	9606.ENSP00000285093	9606.ENSP00000216254	0	0	0	0	0.110	0.684	0	0.325	0.794
ACAA2	SLC25A11	9606.ENSP00000285093	9606.ENSP00000225665	0	0	0	0	0.130	0	0	0.095	0.179
ACAA2	MCEE	9606.ENSP00000285093	9606.ENSP00000244217	0.057	0	0	0	0.079	0	0	0.149	0.197
ACAA2	GOT2	9606.ENSP00000285093	9606.ENSP00000245206	0	0	0	0	0.089	0	0	0.280	0.317
ACAA2	SDHA	9606.ENSP00000285093	9606.ENSP00000264932	0.044	0	0	0	0.179	0	0	0.287	0.392
ACAA2	VDAC1	9606.ENSP00000285093	9606.ENSP00000265333	0	0	0	0	0.130	0.458	0	0.134	0.556
ACAA2	CPT1A	9606.ENSP00000285093	9606.ENSP00000265641	0	0	0	0	0.066	0	0	0.670	0.679
ACAA2	BCKDHA	9606.ENSP00000285093	9606.ENSP00000269980	0.042	0	0	0	0.086	0	0	0.159	0.200
ACAA2	MUT	9606.ENSP00000285093	9606.ENSP00000274813	0.111	0	0	0	0.068	0	0	0.071	0.163
ACAA2	DLAT	9606.ENSP00000285093	9606.ENSP00000280346	0.046	0	0	0	0.104	0	0.800	0.293	0.863
ACAA2	OXSM	9606.ENSP00000285093	9606.ENSP00000280701	0.047	0	0	0	0.107	0	0	0.267	0.322
ACAA2	ACAD8	9606.ENSP00000285093	9606.ENSP00000281182	0.055	0	0	0	0.653	0.247	0	0.355	0.819
ACAA2	MMAA	9606.ENSP00000285093	9606.ENSP00000281317	0.153	0	0	0	0.047	0	0	0	0.158
ACAA2	AKR1B10	9606.ENSP00000285093	9606.ENSP00000352584	0.046	0	0	0	0.062	0.076	0	0.095	0.151
ACAA2	GATM	9606.ENSP00000285093	9606.ENSP00000379895	0	0	0	0	0	0	0	0.152	0.152
ACAA2	CYB5B	9606.ENSP00000285093	9606.ENSP00000308430	0	0	0	0	0.099	0	0	0.101	0.155
ACAA2	AGXT	9606.ENSP00000285093	9606.ENSP00000302620	0	0	0	0	0.064	0	0	0.138	0.158
ACAA2	PPM1K	9606.ENSP00000285093	9606.ENSP00000477341	0	0	0	0	0.146	0.057	0	0.049	0.167
ACAA2	COX7A2L	9606.ENSP00000285093	9606.ENSP00000367938	0	0	0	0	0	0	0	0.169	0.169
ACAA2	GLUD2	9606.ENSP00000285093	9606.ENSP00000327589	0.046	0	0	0	0.064	0	0	0.146	0.171
ACAA2	KMO	9606.ENSP00000285093	9606.ENSP00000355517	0	0	0	0	0.084	0	0	0.143	0.181
ACAA2	SDHD	9606.ENSP00000285093	9606.ENSP00000364699	0	0	0	0	0.122	0	0	0.107	0.182
ACAA2	TST	9606.ENSP00000285093	9606.ENSP00000385828	0	0	0	0	0.166	0	0	0.062	0.184
ACAA2	ALDH18A1	9606.ENSP00000285093	9606.ENSP00000360268	0.045	0	0	0	0	0	0	0.190	0.193
ACAA2	PDSS2	9606.ENSP00000285093	9606.ENSP00000358033	0	0	0	0	0.105	0	0	0.140	0.197
ACAA2	TXNRD2	9606.ENSP00000285093	9606.ENSP00000383365	0	0	0	0	0.109	0.062	0	0.117	0.198
ACAA2	SLC25A45	9606.ENSP00000285093	9606.ENSP00000381782	0	0	0	0	0.108	0	0	0.140	0.200
ACAA2	ABCD3	9606.ENSP00000285093	9606.ENSP00000359233	0	0	0	0	0.112	0	0	0.138	0.202
ACAA2	GPD2	9606.ENSP00000285093	9606.ENSP00000308610	0.060	0	0	0	0.083	0	0	0.152	0.205
ACAA2	IRG1	9606.ENSP00000285093	9606.ENSP00000366682	0.111	0	0	0	0.062	0	0	0.126	0.207
ACAA2	SLC25A12	9606.ENSP00000285093	9606.ENSP00000388658	0	0	0	0	0.065	0.148	0	0.085	0.207
ACAA2	CYCS	9606.ENSP00000285093	9606.ENSP00000307786	0	0	0	0	0.107	0	0	0.152	0.211
ACAA2	COX4I1	9606.ENSP00000285093	9606.ENSP00000457513	0	0	0	0	0.085	0	0	0.173	0.211
ACAA2	GPX1	9606.ENSP00000285093	9606.ENSP00000407375	0	0	0	0	0.065	0.142	0	0.108	0.222
ACAA2	IDI1	9606.ENSP00000285093	9606.ENSP00000370748	0	0	0	0	0.084	0	0	0.186	0.223
ACAA2	SUGCT	9606.ENSP00000285093	9606.ENSP00000338475	0.088	0	0	0	0.065	0	0	0.168	0.228
ACAA2	NDUFV3	9606.ENSP00000285093	9606.ENSP00000346196	0	0	0	0	0.062	0	0	0.211	0.228
ACAA2	UQCRQ	9606.ENSP00000285093	9606.ENSP00000367939	0	0	0	0	0.096	0.147	0	0.081	0.229
ACAA2	AGPAT4	9606.ENSP00000285093	9606.ENSP00000314036	0	0	0	0	0.062	0	0	0.230	0.247
ACAA2	AADAT	9606.ENSP00000285093	9606.ENSP00000423190	0	0	0	0	0.062	0	0	0.236	0.252
ACAA2	SLC25A13	9606.ENSP00000285093	9606.ENSP00000400101	0	0	0	0	0.065	0.148	0	0.139	0.254
ACAA2	ALDH7A1	9606.ENSP00000285093	9606.ENSP00000387123	0	0	0	0	0.065	0.057	0	0.228	0.260
ACAA2	CYC1	9606.ENSP00000285093	9606.ENSP00000317159	0	0	0	0	0.117	0	0	0.208	0.271
ACAA2	TUFM	9606.ENSP00000285093	9606.ENSP00000322439	0	0	0	0	0.238	0	0	0.113	0.295
ACAA2	FDPS	9606.ENSP00000285093	9606.ENSP00000349078	0	0	0	0	0.105	0.128	0	0.189	0.312
ACAA2	ABAT	9606.ENSP00000285093	9606.ENSP00000379845	0.059	0	0	0	0.062	0	0	0.300	0.328
ACAA2	ACACA	9606.ENSP00000285093	9606.ENSP00000483300	0.044	0	0	0	0.062	0	0	0.335	0.351
ACAA2	AK2	9606.ENSP00000285093	9606.ENSP00000346921	0	0	0	0	0.094	0.299	0	0.101	0.379
ACAA2	CPT1C	9606.ENSP00000285093	9606.ENSP00000376303	0	0	0	0	0.064	0	0	0.372	0.387
ACAA2	ACSM4	9606.ENSP00000285093	9606.ENSP00000382349	0.054	0	0	0	0.109	0	0	0.353	0.407
ACAA2	MT-CO1	9606.ENSP00000285093	9606.ENSP00000354499	0	0	0	0	0.059	0	0	0.396	0.407
ACAA2	COASY	9606.ENSP00000285093	9606.ENSP00000464814	0	0	0	0	0.062	0	0	0.395	0.408
ACAA2	ATP5A1	9606.ENSP00000285093	9606.ENSP00000381736	0	0	0	0	0.230	0	0	0.304	0.441
ACAA2	UQCRFS1	9606.ENSP00000285093	9606.ENSP00000306397	0	0	0	0	0.111	0	0	0.510	0.546
ACAA2	SLC25A20	9606.ENSP00000285093	9606.ENSP00000326305	0	0	0	0	0.170	0	0	0.557	0.617
ACAA2	MDH2	9606.ENSP00000285093	9606.ENSP00000327070	0	0	0	0	0.251	0.142	0	0.698	0.789
ACAA2	ACAD9	9606.ENSP00000285093	9606.ENSP00000312618	0.055	0	0	0	0.176	0.259	0	0.714	0.813
ACAA2	SUCLG2	9606.ENSP00000285093	9606.ENSP00000419325	0.048	0	0	0	0.120	0	0.800	0.143	0.837
ACAA2	ACAA1	9606.ENSP00000285093	9606.ENSP00000333664	0	0	0.447	0.845	0.084	0.128	0.800	0.768	0.856
ACAA2	OXCT2	9606.ENSP00000285093	9606.ENSP00000361914	0.093	0.120	0	0	0.067	0	0.800	0.221	0.863
ACAA2	PCCB	9606.ENSP00000285093	9606.ENSP00000419027	0.093	0	0	0	0.112	0	0.900	0.142	0.921
ACAA2	PCCA	9606.ENSP00000285093	9606.ENSP00000365462	0.078	0	0	0	0.087	0.228	0.900	0.180	0.937
ACACA	ACO2	9606.ENSP00000483300	9606.ENSP00000216254	0	0	0	0	0.064	0	0	0.313	0.330
ACACA	UNG	9606.ENSP00000483300	9606.ENSP00000242576	0.137	0.128	0	0	0	0	0	0	0.215
ACACA	MCEE	9606.ENSP00000483300	9606.ENSP00000244217	0.059	0	0	0	0.065	0	0	0.226	0.260
ACACA	AARS2	9606.ENSP00000483300	9606.ENSP00000244571	0.052	0	0	0	0.062	0	0	0.315	0.337
ACACA	GOT2	9606.ENSP00000483300	9606.ENSP00000245206	0	0	0	0	0	0	0	0.408	0.408
ACACA	SDHA	9606.ENSP00000483300	9606.ENSP00000264932	0	0	0	0	0	0	0	0.234	0.234
ACACA	VDAC1	9606.ENSP00000483300	9606.ENSP00000265333	0	0	0	0	0	0.057	0	0.180	0.194
ACACA	CPT1A	9606.ENSP00000483300	9606.ENSP00000265641	0	0	0	0	0.062	0	0	0.741	0.747
